No.,No. 2,Vendor Asset No.,Description,Virtual Asset,Status Code,Condition Code,Active,Critical,Category Code,Type,Manufacturer Code,Model Number,Serial Number,Parent No.,Parent Description,Person/Group Responsible,Notes,Favorite,Open Form Exists,Risk Assessment No.,Max Handout Time (days),In Use,Handed To,Asset Location Code,Asset Location Name,Asset Responsibility Center,Asset Location Address,Asset Location County,Asset Location Country/Region Code,Disable Location Inheritance,Certification Authority,Static Coordinates,Latitude,Longitude,Level,On Transfer Order,In Transit,Installation Date,Lifetime (Years),Expected End Of Life Date,Warranty No.,Warranty Expiration Date,Expiry Notification Date,Warranty Counter Category,Warranty Counter Limit,Warranty Counter Notification Threshold,Number Of Warranties,During Replacement,Replacement Work Order No.,Replacement Asset No.,Connected to Type,Connected to No.,Gen. Bus. Posting Group,Expected Maintenance Strategy,Estimated Cost (h),Ownership Code,Acquisition Date,Acquisition Cost,Current Value,Replacement Cost,Insurance Policy
5350,,,Solid Waste Management,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5300,Site Services and Utilities - (Cost Centre 306),,,False,False,,0,False,,SITE SERVICES AND UT,Site Services and UT,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5350-FU-02,,,Waste Incinerator Package,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5350,Solid Waste Management,,,False,False,,0,False,,SITE SERVICES AND UT,Site Services and UT,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5360,,,Oxygen Plant - (Cost Centre 305),False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5300,Site Services and Utilities - (Cost Centre 306),,,False,False,,0,False,,SITE SERVICES AND UT,Site Services and UT,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5370,,,Communications - (Cost Centre 305),False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5300,Site Services and Utilities - (Cost Centre 306),,,False,False,,0,False,,SITE SERVICES AND UT,Site Services and UT,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5380,,,Storage Yard / Laydown Areas - (Cost Centre 305),False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5300,Site Services and Utilities - (Cost Centre 306),,,False,False,,0,False,,SITE SERVICES AND UT,Site Services and UT,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5400,,,Main Substation - (Cost Centre 215),True,OPERATING,,True,False,ELECTRICAL,Asset,,,,,,,,False,False,,0,False,,MAIN SUBSTATION,Main Substation,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5430-TX-01,,,13.8 kV - 4.16 kV Substation main transformer,False,OPERATING,GREEN TAG,True,True,ELECTRICAL,Asset,,,,5400,Main Substation - (Cost Centre 215),,,False,False,,0,False,,MAIN SUBSTATION,Main Substation,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5800,,,High Density Sludge - (Cost Centre 302 & 303),True,OPERATING,,True,False,MECHANICAL,Asset,,,,,,,,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5800-TX-01,,,13.8kV – 600V Water treatment plant transformer,False,OPERATING,GREEN TAG,True,True,ELECTRICAL,Asset,,,,5800,High Density Sludge - (Cost Centre 302 & 303),,,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5800-TX-02,,,13.8kV – 600V MBBR area transformer,False,OPERATING,GREEN TAG,True,True,ELECTRICAL,Asset,,,,5800,High Density Sludge - (Cost Centre 302 & 303),,,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5821,,,WTP AMMONIA REMOVAL,False,WO READY,WO READY,True,False,MECHANICAL,Asset,,,,5800,High Density Sludge - (Cost Centre 302 & 303),,,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5821-AE-004,,,SENSOR - AMMONIA,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5821,WTP AMMONIA REMOVAL,,TAILING SUPERNATANT FEED TO 5821-TK-01,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5821-AE-005,,,SENSOR - AMMONIA,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5821,WTP AMMONIA REMOVAL,,TAILING SUPERNATANT FEED TO 5821-TK-01,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5821-AIT-004,,,"ANALYZER - TOTAL NITROGEN, AMMONIA",False,WO READY,WO READY,True,False,MECHANICAL,Asset,,,,5821,WTP AMMONIA REMOVAL,,TAILING SUPERNATANT FEED TO 5821-TK-01,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5821-AIT-005,,,ANALYZER - AMMONIA,False,WO READY,WO READY,True,False,MECHANICAL,Asset,,,,5821,WTP AMMONIA REMOVAL,,TAILING SUPERNATANT FEED TO 5821-TK-01,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5821-BL-01,,,Blower #1,False,WO READY,WO READY,True,False,MECHANICAL,Asset,,,,5821,WTP AMMONIA REMOVAL,,,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5821-BL01-PI-002,,,PRESSURE GAUGE,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5821,WTP AMMONIA REMOVAL,,TAILING SUPERNATANT FEED TO 5821-TK-01,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5821-BL01-PI-004,,,PRESSURE GAUGE,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5821,WTP AMMONIA REMOVAL,,TAILING SUPERNATANT FEED TO 5821-TK-01,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5821-BL01-TS-003,,,TEMPERATURE SWITCH,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5821,WTP AMMONIA REMOVAL,,NITRIFICATION MBBR TANK 1 (5821-TK-01),False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5821-BL-02,,,Blower #2,False,WO READY,WO READY,True,False,MECHANICAL,Asset,,,,5821,WTP AMMONIA REMOVAL,,,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5821-BL02-PI-002,,,PRESSURE GAUGE,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5821,WTP AMMONIA REMOVAL,,NITRIFICATION MBBR TANK 1 (5821-TK-01),False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5821-BL02-PI-004,,,PRESSURE GAUGE,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5821,WTP AMMONIA REMOVAL,,NITRIFICATION MBBR TANK 1 (5821-TK-01),False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5821-BL02-TS-003,,,TEMPERATURE SWITCH,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5821,WTP AMMONIA REMOVAL,,NITRIFICATION MBBR TANK 1 (5821-TK-01),False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5821-BL-03,,,Blower #3,False,WO READY,WO READY,True,False,MECHANICAL,Asset,,,,5821,WTP AMMONIA REMOVAL,,,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5821-BL03-PI-002,,,PRESSURE GAUGE,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5821,WTP AMMONIA REMOVAL,,HIGH LEVEL FLOAT SWITCH FOR NITRIFICATION MBBR TANK 1 (5821-TK-01),False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5821-BL03-PI-004,,,PRESSURE GAUGE,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5821,WTP AMMONIA REMOVAL,,DP LEVEL TRANSMITTER FOR NITRIFICATION MBBR TANK 1 (5821-TK-01),False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5821-BL03-TS-003,,,TEMPERATURE SWITCH,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5821,WTP AMMONIA REMOVAL,,PHOSPHORIC ACID FLOW INDICATOR,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5821-BL-04,,,Blower #4,False,WO READY,WO READY,True,False,MECHANICAL,Asset,,,,5821,WTP AMMONIA REMOVAL,,,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5821-BL04-PI-002,,,PRESSURE GAUGE,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5821,WTP AMMONIA REMOVAL,,BLOWER (5821-BL-01) DISCHARGE LINE,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5821-BL04-PI-004,,,PRESSURE GAUGE,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5821,WTP AMMONIA REMOVAL,,BLOWER (5821-BL-01) DIRTY FILTER INDICATOR,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5821-BL04-TS-003,,,TEMPERATURE SWITCH,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5821,WTP AMMONIA REMOVAL,,TEMPERATURE SWITCH FOR BLOWER (5821-BL-01) DISCHARGE LINE ,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5821-FE-001,,,FLOW METER,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5821,WTP AMMONIA REMOVAL,,BLOWER (5821-BL-02) DISCHARGE LINE,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5821-FE-007,,,FLOW METER,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5821,WTP AMMONIA REMOVAL,,BLOWER (5821-BL-02) DIRTY FILTER INDICATOR,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5821-FIT-001,,,FLOW TRANSMITTER,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5821,WTP AMMONIA REMOVAL,,TEMPERATURE SWITCH FOR BLOWER (5821-BL-02) DISCHARGE LINE ,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5821-FIT-007,,,FLOW TRANSMITTER,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5821,WTP AMMONIA REMOVAL,,BLOWER (5821-BL-03) DISCHARGE LINE,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5821-PI-003,,,PRESSURE GAUGE,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5821,WTP AMMONIA REMOVAL,,BLOWER (5821-BL-03) DIRTY FILTER INDICATOR,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5821-PI-006,,,PRESSURE GAUGE,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5821,WTP AMMONIA REMOVAL,,TEMPERATURE SWITCH FOR BLOWER (5821-BL-03) DISCHARGE LINE ,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5821-PP-01,,,Recirculation System Pump #1,False,WO READY,WO READY,True,False,MECHANICAL,Asset,,,,5821,WTP AMMONIA REMOVAL,,,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5821-PP01-PI-001,,,PRESSURE GAUGE,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5821,WTP AMMONIA REMOVAL,,BLOWER (5821-BL-04) DISCHARGE LINE,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5821-PP01-PIT-002,,,PRESSURE TRANSMITTER,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5821,WTP AMMONIA REMOVAL,,BLOWER (5821-BL-04) DIRTY FILTER INDICATOR,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5821-PP-02,,,Recirculation System Pump #2,False,WO READY,WO READY,True,False,MECHANICAL,Asset,,,,5821,WTP AMMONIA REMOVAL,,,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5821-PP02-PI-001,,,PRESSURE GAUGE,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5821,WTP AMMONIA REMOVAL,,TEMPERATURE SWITCH FOR BLOWER  (5821-BL-04)DISCHARGE LINE ,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5821PP02-PIT-002,,,PRESSURE TRANSMITTER,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5821,WTP AMMONIA REMOVAL,,NITRIFICATION MBBR TANK 2 (5821-TK-02),False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5821-PP-03,,,Ammonia Sensor Pump #1,False,WO READY,WO READY,True,False,MECHANICAL,Asset,,,,5821,WTP AMMONIA REMOVAL,,,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5821-PP-04,,,Ammonia Sensor Pump #2,False,WO READY,WO READY,True,False,MECHANICAL,Asset,,,,5821,WTP AMMONIA REMOVAL,,,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5821-TK-01-AE-001,,,SENSOR - pH,False,WO READY,WO READY,True,False,MECHANICAL,Asset,,,,5821,WTP AMMONIA REMOVAL,,NITRIFICATION MBBR TANK 2 (5821-TK-02),False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5821-TK01-AE-001,,,SENSOR - pH,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5821,WTP AMMONIA REMOVAL,,NITRIFICATION MBBR TANK 2 (5821-TK-02),False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5821-TK-01-AE-002,,,SENSOR - DO,False,WO READY,WO READY,True,False,MECHANICAL,Asset,,,,5821,WTP AMMONIA REMOVAL,,,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5821-TK01-AE-002,,,SENSOR - DO,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5821,WTP AMMONIA REMOVAL,,NITRIFICATION MBBR TANK 2 (5821-TK-02),False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5821-TK-01-AIT-001,,,TRANSMITTER - pH,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5821,WTP AMMONIA REMOVAL,,HIGH LEVEL FLOAT SWITCH FOR NITRIFICATION MBBR TANK 2 (5821-TK-02),False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5821-TK-01-AIT-002,,,TRANSMITTER - DO,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5821,WTP AMMONIA REMOVAL,,DP LEVEL TRANSMITTER FOR NITRIFICATION MBBR TANK 2 (5821-TK-01),False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5821-TK01-FI-005,,,FLOW INDICATOR,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5821,WTP AMMONIA REMOVAL,,PHOSPHORIC ACID FLOW INDICATOR,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5821-TK-01-FV-001,,,FLOW VALVE,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5821,WTP AMMONIA REMOVAL,,,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5821-TK-01-LIT-004,,,LEVEL TRANSMITTER,False,WO READY,WO READY,True,False,MECHANICAL,Asset,,,,5821,WTP AMMONIA REMOVAL,,MBBR TANK #1,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5821-TK01-LIT-004,,,LEVEL TRANSMITTER,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5821,WTP AMMONIA REMOVAL,,NITRIFICATION MBBR TANK 3 (5821-TK-03),False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5821-TK-01-LS-003,,,LEVEL SWITCH,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5821,WTP AMMONIA REMOVAL,,,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5821-TK01-LSH-003,,,LEVEL SWITCH,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5821,WTP AMMONIA REMOVAL,,NITRIFICATION MBBR TANK 3 (5821-TK-03),False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5821-TK02-AE-001,,,SENSOR - pH,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5821,WTP AMMONIA REMOVAL,,NITRIFICATION MBBR TANK 3 (5821-TK-03),False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5821-TK02-AE-002,,,SENSOR - DO,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5821,WTP AMMONIA REMOVAL,,NITRIFICATION MBBR TANK 3 (5821-TK-03),False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5821-TK-02-AIT-001,,,SENSOR - pH,False,WO READY,WO READY,True,False,MECHANICAL,Asset,,,,5821,WTP AMMONIA REMOVAL,,,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5821TK02-AIT-001,,,TRANSMITTER - pH,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5821,WTP AMMONIA REMOVAL,,HIGH LEVEL FLOAT SWITCH FOR NITRIFICATION MBBR TANK 3 (5821-TK-03),False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5821-TK-02-AIT-002,,,SENSOR - DO,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5821,WTP AMMONIA REMOVAL,,,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5821-TK02-AIT-002,,,TRANSMITTER - DO,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5821,WTP AMMONIA REMOVAL,,DP LEVEL TRANSMITTER FOR NITRIFICATION MBBR TANK 3 (5821-TK-01),False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5821-TK02-FI-005,,,FLOW INDICATOR,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5821,WTP AMMONIA REMOVAL,,PHOSPHORIC ACID FLOW INDICATOR,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5821-TK-02-FV-001,,,FLOW VALVE,False,WO READY,WO READY,True,False,MECHANICAL,Asset,,,,5821,WTP AMMONIA REMOVAL,,,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5821-TK-02-LIT-004,,,LEVEL TRANSMITTER,False,WO READY,WO READY,True,False,MECHANICAL,Asset,,,,5821,WTP AMMONIA REMOVAL,,MBBR TANK #2,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5821-TK02-LIT-004,,,LEVEL TRANSMITTER,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5821,WTP AMMONIA REMOVAL,,5821-TK-03 DISCHARGE,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5821-TK-02-LS-003,,,LEVEL SWITCH,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5821,WTP AMMONIA REMOVAL,,,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5821-TK02-LSH-003,,,LEVEL SWITCH,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5821,WTP AMMONIA REMOVAL,,5821-TK-03 DISCHARGE,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5821-TK03-AE-001,,,SENSOR - pH,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5821,WTP AMMONIA REMOVAL,,MBBR RECIRC PUMP (5821-PP-01) SUCTION LINE PRESSURE INDICATOR,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5821-TK03-AE-002,,,SENSOR - DO,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5821,WTP AMMONIA REMOVAL,,MBBR RECIRC PUMP (5821-PP-01) PRESSURE TRANSMITTER,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5821-TK-03-AIT-001,,,SENSOR - pH,False,WO READY,WO READY,True,False,MECHANICAL,Asset,,,,5821,WTP AMMONIA REMOVAL,,,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5821-TK03-AIT-001,,,TRANSMITTER - pH,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5821,WTP AMMONIA REMOVAL,,MBBR RECIRC PUMP (5821-PP-02) SUCTION LINE PRESSURE INDICATOR,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
