No.,No. 2,Vendor Asset No.,Description,Virtual Asset,Status Code,Condition Code,Active,Critical,Category Code,Type,Manufacturer Code,Model Number,Serial Number,Parent No.,Parent Description,Person/Group Responsible,Notes,Favorite,Open Form Exists,Risk Assessment No.,Max Handout Time (days),In Use,Handed To,Asset Location Code,Asset Location Name,Asset Responsibility Center,Asset Location Address,Asset Location County,Asset Location Country/Region Code,Disable Location Inheritance,Certification Authority,Static Coordinates,Latitude,Longitude,Level,On Transfer Order,In Transit,Installation Date,Lifetime (Years),Expected End Of Life Date,Warranty No.,Warranty Expiration Date,Expiry Notification Date,Warranty Counter Category,Warranty Counter Limit,Warranty Counter Notification Threshold,Number Of Warranties,During Replacement,Replacement Work Order No.,Replacement Asset No.,Connected to Type,Connected to No.,Gen. Bus. Posting Group,Expected Maintenance Strategy,Estimated Cost (h),Ownership Code,Acquisition Date,Acquisition Cost,Current Value,Replacement Cost,Insurance Policy
5821-TK-03-AIT-002,,,SENSOR - DO,False,WO READY,WO READY,True,False,MECHANICAL,Asset,,,,5821,WTP AMMONIA REMOVAL,,,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5821-TK03-AIT-002,,,TRANSMITTER - DO,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5821,WTP AMMONIA REMOVAL,,MBBR RECIRC PUMP (5821-PP-02) PRESSURE TRANSMITTER,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5821-TK03-FI-005,,,FLOW INDICATOR,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5821,WTP AMMONIA REMOVAL,,MBBR RECIRC FLOW METER,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5821-TK-03-FV-001,,,FLOW VALVE,False,WO READY,WO READY,True,False,MECHANICAL,Asset,,,,5821,WTP AMMONIA REMOVAL,,,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5821-TK-03-LIT-004,,,LEVEL TRANSMITTER,False,WO READY,WO READY,True,False,INSTURMENTATION,Asset,,,,5821,WTP AMMONIA REMOVAL,,MBBR TANK #3,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5821TK03-LIT-004,,,LEVEL TRANSMITTER,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5821,WTP AMMONIA REMOVAL,,MBBR RECIRC FLOW METER,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5821-TK-03-LS-003,,,LEVEL SWITCH,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5821,WTP AMMONIA REMOVAL,,,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5821-TK03-LSH-003,,,LEVEL SWITCH,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5821,WTP AMMONIA REMOVAL,,MINE DEWATER FROM LEVELS 4&6 ADIT,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5822,,,WTP METALS REMOVAL,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5800,High Density Sludge - (Cost Centre 302 & 303),,,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5822-AG-01,,,Lime reactor tank 1 agitator ,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5822,WTP METALS REMOVAL,,,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5822-AG-02,,,Lime reactor tank 2 agitator ,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5822,WTP METALS REMOVAL,,,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5822-AG-03,,,Lime sludge mix tank agitator,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5822,WTP METALS REMOVAL,,,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5822-FE-005,,,FLOW METER,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5822,WTP METALS REMOVAL,,MINE DEWATER FROM LEVELS 4&6 ADIT,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5822-FE-007,,,FLOW METER,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5822,WTP METALS REMOVAL,,MINE DEWATER FROM LEVELS 4&6 ADIT,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5822-FIT-005,,,FLOW TRANSMITTER,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5822,WTP METALS REMOVAL,,MINE DEWATER FROM BIG MISSOURI,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5822-FIT-007,,,FLOW TRANSMITTER,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5822,WTP METALS REMOVAL,,MINE DEWATER FROM BIG MISSOURI,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5822-PI-004,,,PRESSURE GAUGE,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5822,WTP METALS REMOVAL,,MINE DEWATER FROM BIG MISSOURI,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5822-PI-006,,,PRESSURE GAUGE,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5822,WTP METALS REMOVAL,,HIGH LEVEL SWITCH FOR LIME REACTOR 1,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5822-TK-01,,,LIME REACTOR TANK 1,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5822,WTP METALS REMOVAL,,,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5822-TK01-AE-001,,,SENSOR - pH,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5822,WTP METALS REMOVAL,,pH SENSOR FOR LIME REACTOR 1 (5822-TK-01),False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5822-TK01-AIT-001,,,TRANSMITTER - pH,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5822,WTP METALS REMOVAL,,pH TRANSMITTER LIME REACTOR 1  (5822-TK-01),False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5822-TK01-LSH-002,,,LEVEL SWITCH,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5822,WTP METALS REMOVAL,,HIGH LEVEL FLOAT SWITCH FOR LIME REACTOR 2,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5822-TK-02,,,LIME REACTOR TANK 2,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5822,WTP METALS REMOVAL,,,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5822-TK02-AE-001,,,SENSOR - pH,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5822,WTP METALS REMOVAL,,pH SENSOR FOR LIME REACTOR 2 (5822-TK-02),False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5822-TK02-AIT-001,,,TRANSMITTER - pH,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5822,WTP METALS REMOVAL,,pH TRANSMITTER FOR LIME REACTOR 2,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5822-TK02-LSH-002,,,LEVEL SWITCH,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5822,WTP METALS REMOVAL,,HIGH LEVEL SWITCH FOR LIME SLUDGE MIX TANK,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5822-TK-03,,,LIME SLUDGE MIX TANK,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5822,WTP METALS REMOVAL,,,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5822-TK03-LSH-002,,,LEVEL SWITCH,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5822,WTP METALS REMOVAL,,CLARIFIER DISCHARGE LINE,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5823,,,WTP CLARIFIER AND BUFFER TANK,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5800,High Density Sludge - (Cost Centre 302 & 303),,,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5823-AE-002,,,SENSOR - pH,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5823,WTP CLARIFIER AND BUFFER TANK,,CLARIFIER DISCHARGE LINE,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5823-AE-003,,,SENSOR - TURBIDITY/TSS,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5823,WTP CLARIFIER AND BUFFER TANK,,CLARIFIER DISCHARGE LINE,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5823-AE-006,,,SENSOR - ORP,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5823,WTP CLARIFIER AND BUFFER TANK,,CLARIFIER DISCHARGE LINE,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5823-AG-01,,,SLUDGE HOLDING TANK AGITATOR,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5823,WTP CLARIFIER AND BUFFER TANK,,,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5823-AIT-002,,,TRANSMITTER - pH,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5823,WTP CLARIFIER AND BUFFER TANK,,CLARIFIER DISCHARGE LINE,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5823-AIT-003,,,TRANSMITTER - TURBIDITY/TSS,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5823,WTP CLARIFIER AND BUFFER TANK,,CLARIFIER DISCHARGE LINE,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5823-AIT-006,,,TRANSMITTER - ORP,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5823,WTP CLARIFIER AND BUFFER TANK,,CLARIFIER INLET LINE,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5823-FE-001,,,FLOW TRANSMITTER,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5823,WTP CLARIFIER AND BUFFER TANK,,CLARIFIER INLET LINE,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5823-FE-005,,,FLOW TRANSMITTER,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5823,WTP CLARIFIER AND BUFFER TANK,,5823-PP-01 SUCTION LINE PRESSURE INDICATOR. 14 WT% SOLIDS LIME SLURRY,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5823-FIT-001,,,FLOW TRANSMITTER,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5823,WTP CLARIFIER AND BUFFER TANK,,5823-PP-01 DISCHARGE LINE PRESSURE INDICATOR. 14 WT% SOLIDS LIME SLURRY,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5823-FIT-005,,,FLOW TRANSMITTER,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5823,WTP CLARIFIER AND BUFFER TANK,,CLARIFIER (5823-TH-01) LEVEL,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5823-PP-01,,,sludge recycle pump 1,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5823,WTP CLARIFIER AND BUFFER TANK,,,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5823-PP01-PI-002-A,,,PRESSURE GAUGE,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5823,WTP CLARIFIER AND BUFFER TANK,,CLARIFIER (5823-TH-01) SLUDGE OUTLET,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5823-PP01-PI-002-B,,,PRESSURE GAUGE,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5823,WTP CLARIFIER AND BUFFER TANK,,5823-PP-02 SUCTION LINE PRESSURE INDICATOR. 14 WT% SOLIDS LIME SLURRY,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5823-PP01-PIT-003,,,PRESSURE TRANSMITTER,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5823,WTP CLARIFIER AND BUFFER TANK,,5823-PP-02 DISCHARGE LINE PRESSURE INDICATOR. 14 WT% SOLIDS LIME SLURRY,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5823-PP01-PSE-003,,,RUPTURE DISK,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5823,WTP CLARIFIER AND BUFFER TANK,,5823-PP-03 SUCTION LINE PRESSURE INDICATOR.  14 WT% SOLIDS LIME SLURRY,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5823-PP-02,,,sludge recycle pump 2,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5823,WTP CLARIFIER AND BUFFER TANK,,,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5823-PP02-PI-002-A,,,PRESSURE GAUGE,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5823,WTP CLARIFIER AND BUFFER TANK,,5823-PP-03 DISCHARGE LINE PRESSURE INDICATOR.  14 WT% SOLIDS LIME SLURRY,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5823-PP02-PI-002-B,,,PRESSURE GAUGE,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5823,WTP CLARIFIER AND BUFFER TANK,,5823-PP-03 SUCTION LINE PRESSURE INDICATOR.  14 WT% SOLIDS LIME SLURRY,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5823-PP02-PIT-003,,,PRESSURE TRANSMITTER,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5823,WTP CLARIFIER AND BUFFER TANK,,5823-PP-03 DISCHARGE LINE PRESSURE INDICATOR.  14 WT% SOLIDS LIME SLURRY,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5823-PP02-PSE-003,,,RUPTURE DISK,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5823,WTP CLARIFIER AND BUFFER TANK,,HDS SLUDGE RECIRCULATION LINE.  14 WT% SOLIDS LIME SLURRY,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5823-PP-03,,,sludge recycle pump 3,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5823,WTP CLARIFIER AND BUFFER TANK,,,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5823-PP03-PI-001-A,,,PRESSURE GAUGE,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5823,WTP CLARIFIER AND BUFFER TANK,,HDS SLUDGE RECIRCULATION LINE.  14 WT% SOLIDS LIME SLURRY,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5823-PP03-PI-001-B,,,PRESSURE GAUGE,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5823,WTP CLARIFIER AND BUFFER TANK,,5823-TK-01 LEVEL TRANSMITTER,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5823-PP-04,,,sludge recycle pump 4,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5823,WTP CLARIFIER AND BUFFER TANK,,,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5823-PP04-PI-001-A,,,PRESSURE GAUGE,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5823,WTP CLARIFIER AND BUFFER TANK,,SLUDGE RECYCLE PUMP (5828-PP-01) PRESSURE TRANSMITTER,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5823-PP04-PI-001-B,,,PRESSURE GAUGE,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5823,WTP CLARIFIER AND BUFFER TANK,,SLUDGE RECYCLE PUMP (5828-PP-01) RUPTURE DISK,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5823-TH01-LIT-002,,,LEVEL TRANSMITTER,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5823,WTP CLARIFIER AND BUFFER TANK,,SLUDGE RECYCLE PUMP (5828-PP-02) PRESSURE TRANSMITTER,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5823-TH01-PIT-001,,,PRESSURE TRANSMITTER,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5823,WTP CLARIFIER AND BUFFER TANK,,SLUDGE RECYCLE PUMP (5828-PP-02) RUPTURE DISK,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5823-TH-02,,,Clarifier,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5823,WTP CLARIFIER AND BUFFER TANK,,,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5823-TK01-LIT-001,,,FREE SPACE RADAR LEVEL TRANSMITTER,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5823,WTP CLARIFIER AND BUFFER TANK,,5823-TK-02 HEATER THERMOSTAT,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5823-TK02-LIT-001,,,LEVEL TRANSMITTER,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5823,WTP CLARIFIER AND BUFFER TANK,,5823-TK-02 LEVEL TRANSMITTER,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5823-TK02-TE-001,,,THERMOSTAT,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5823,WTP CLARIFIER AND BUFFER TANK,,LIME DAY TANK (5824-TK-02) LEVEL TRANSMITTER,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5824,,,WTP LIME,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5800,High Density Sludge - (Cost Centre 302 & 303),,,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5824-AG-02,,,Lime day tank agitator,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5824,WTP LIME,,,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5824-PP-03,,,Lime recirc pump 1,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5824,WTP LIME,,,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5824-PP03-PI-001-A,,,PRESSURE GAUGE,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5824,WTP LIME,,LIME DAY TANK (5824-TK-02) TEMPERATURE INDICATOR,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5824-PP03-PI-001-B,,,PRESSURE GAUGE,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5824,WTP LIME,,LIME DAY TANK (5824-TK-02) PH SENSOR. 14 WT% SOLIDS LIME SLURRY.,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5824-PP-04,,,Lime recirc pump 2,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5824,WTP LIME,,,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5824-PP04-PI-001-A,,,PRESSURE GAUGE,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5824,WTP LIME,,LIME DAY TANK (5824-TK-02) PH ANALYZER,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5824-PP04-PI-001-B,,,PRESSURE GAUGE,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5824,WTP LIME,,PUMP 5824-PP-03 SUCTION LINE PRESSURE INDICATOR. 14 WT% SOLIDS LIME SLURRY,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
5824-TK-02,,,LIME DAY TANK,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,5824,WTP LIME,,,False,False,,0,False,,HIGH DENSITY SLUDGE,High Density Sludge,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
